Name,Role,Business Size,Validated,Source,Rating,Date,Title,What do you like best about Sage Intacct?,What do you dislike about Sage Intacct?,What problems is Sage Intacct solving and how is that benefiting you?
,,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,4.0,2023-04-07,"""Functionality works for FQHC""",I love the search functions! Very easy to find what I'm looking for. I like the drill down from most reports. Review collected by and hosted on G2.com.,"Too many required fields - why do I have to enter the date 2 or 3 times in every transaction (AP/other receipts, etc.) Review collected by and hosted on G2.com.",I don' thave any issues right now. Review collected by and hosted on G2.com.
,,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,4.5,2023-05-10,"""Easy to use""",its very user friendly and really like the reporting features Review collected by and hosted on G2.com.,"I havent noticed any downsides as yet, but need to explore more of the features Review collected by and hosted on G2.com.",maintaining GL ledger and integrating with other systems Review collected by and hosted on G2.com.
,,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,3.5,2023-05-12,"""AVP- Financial Reporting""","Cloud-based.
Easy to use and flexible reporting Review collected by and hosted on G2.com.","Export to excel does not include formulas
Lack of good customer service model Review collected by and hosted on G2.com.",Intacct has helped us with the multi-entity environment and global consolidation reporting Review collected by and hosted on G2.com.
Ali H.,Senior Finance Manager,"Enterprise
(&gt; 1000 emp.)",Yes,Sage Intacct,5.0,2022-11-14,"""'''My top notch skillful accounting platform. '''""",The dashboard is quite impressive and so much flexible allowing easy navigation through the platform. All the finance realated aspect are solved fully by the help of sage Intacct. It is through this we ares easily bookkeeping all activities effectively. The platform solves more time of work for our team. Review collected by and hosted on G2.com.,It is so appealing using this platform for all our occounting related matters. Review collected by and hosted on G2.com.,It quite impressive how sage Intacct has helped us improve all our billing needs as an organisation. Review collected by and hosted on G2.com.
Andrea Llano T.,Software Developer || Visual Designer || Creative General Assembly; Internet,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,5.0,2022-10-02,""""" Robust Online Accounting Enterprise IT Product """"","Ease of seamless experience on online accounting services support.
Bank statements reconciliation.
Financial analytics support.
Payroll and invoice creation.
Encryption online shopping.
Online payments. Review collected by and hosted on G2.com.",My organisation and I are OK with it services on the go. Review collected by and hosted on G2.com.,"Ease of calculation of VAT tax returns on all expenses incurred in our firm.
Payment fastening.
Management of all cash flow and expenses.
Tracking expenses for company. Review collected by and hosted on G2.com."
,,"Enterprise
(&gt; 1000 emp.)",Yes,Sage Intacct,3.0,2022-11-08,"""Good to use after you learn the rules.""","Simplicity of the process, and the ability to use Sage wherever you are. Review collected by and hosted on G2.com.","Having to learn the simplest rules the hard way, meaning you get denied over and over again because a number or a date is off (most likely an internal accounting issue more than Sage itself). Also had to figure out how to put multiple files into one entry (zipped folder). Review collected by and hosted on G2.com.","Can view and approve all info on the go, allowing me and my team to be much more efficient. Review collected by and hosted on G2.com."
Rachel Helm B.,B2B Marketing Consultant,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,4.5,2022-06-23,"""Accounting is no longer a problem with Sage Intacct""","It has a lot of very useful functions, such as filing taxes online, inventory management we are also using it and it is very useful to track all the inventory we have. And the per diem reimbursement management is perfect for keeping all the accounts up to date, including the expenses of traveling workers. Review collected by and hosted on G2.com.","I wish it had more features and tools to include payroll and payments made to workers. Some integrations were complicated for me to install to be able to use the software as we wanted, but with the help of technical support we were able to solve. Review collected by and hosted on G2.com.","We have really been able to take advantage of the many functions of this software right from the start, which is quite comprehensive and has worked quite well for us so far. Accounting functions such as accounts payable, accounts receivable, bank reconciliations, among others, can be done automatically. Review collected by and hosted on G2.com."
Michael H. L.,Senior Financial Systems Analyst,"Enterprise
(&gt; 1000 emp.)",Yes,Sage Intacct,3.5,2022-06-22,"""Intacct faults prevent it from being a great accounting system""","Intacct performs everything you expect a typical accounting system to do. It is a cloud dimensional-based system that allows the organization lots of options for the dimensions and attributes within the dimensions for reporting use. Depending on the complexity of the organization, data pulls and reporting are lightning quick. Data imports can bring in tons of transactions saving data entry time. Review collected by and hosted on G2.com.",Credit application in Accounts Payable is hard to work through with high amounts of transactions. Booking directly to Entities should not be allowed as it creates data drop issues when blank fields are created. The out-of-the-box financial reporting takes time to learn as it is dissimilar to other accounting systems. Review collected by and hosted on G2.com.,Sage Intacct uses a voting-based system for suggestions through its Customer Portal so you don't see ideas turned into reality. They do update Intacct the system four times per year but most updates did not make a huge impact on our organization. Review collected by and hosted on G2.com.
,,"Small-Business
(50 or fewer emp.)",Yes,Sage Intacct,4.0,2022-09-04,"""""A Solid Product for Marketing and Advertising""""","Usually, we use Sage Intacct to address all the payments on our advertising and marketing department on different social media platforms. It saves a whole lot of time. It can handle large amounts of statistics immediately, so it's clean to work with. Instruments like Excel and Salesforce are well suited with Sage Intacct. I can import information into Excel and integrate capabilities with Salesforce, which is very decisive for developing projects for the marketing and advertising department. That's why Sage Intacct is a solid product for marketing and advertising. Review collected by and hosted on G2.com.","Best proper for each person looking for custom and targeted reports, but occasionally, it receives challenging for brand new customers unless you undergo the appropriate schooling. Review collected by and hosted on G2.com.",We use it for reference data points on the history of marketing and advertising projects. Sage Intacct is an excellent Financial Management Platform for our marketing and advertising department. So Sage Intacct is a solid product for marketing and advertising. Review collected by and hosted on G2.com.
Breindel  J.,Recruiting Manager,"Mid-Market
(51-1000 emp.)",Yes,Sage Intacct,5.0,2022-10-29,"""Most trusted accounting tool in history.""","Ways of budget planning and auditing makes everything accurate.
Ledger and order entry always easy.
Best when it comes to simple reporting s and also balancing accounts. Review collected by and hosted on G2.com.",I think the only issue is when it comes to large accounts it takes long to analyze them and so it might not be suitable for large business other than that it's great. Review collected by and hosted on G2.com.,For analysis of accounts and balancing expenses.It helps control cash flow which is a good way to ensure everything is accounted for including all miscellaneous. Review collected by and hosted on G2.com.
