STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
11536,Sycuan Resort,3007 Dehesa Rd,El Cajon,CA,https://www.tripadvisor.com/Hotel_Review-g32331-d605986-Reviews-Singing_Hills_Golf_Resort_at_Sycuan-El_Cajon_California.html,Singing Hills Golf Resort at Sycuan,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=605986&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380191&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkVneTXK1OyrI6X4dHUlusAiHjHnmv8bXgEUuDKmfZnxUS04vxHyLP7E8f5JANi9m0Q&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1eeeb53fd56e14b2f3ae2a5ba79cdc67c_RbO,,4.0,196,#2 of 18 hotels in El Cajon,4.0,4.5,4.3,4.1,FALSE,FALSE,"Newspaper
Hot tub
Airport transportation
Breakfast in the room
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Free shuttle or taxi services
ATM on site
Conference facilities
Snack bar
Restaurant
Baggage storage
Free parking
Massage
Vending machine
Golf course
Banquet room
Meeting rooms
24-hour front desk
Shuttle bus service
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Gift shop
Laundry service
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Shops","Flatscreen TV
Room service
Private balcony
Air conditioning
Safe","Suites
Family rooms
Bridal suite
Non-smoking rooms",3.0,"Great View
Business",,,,,,,,,,93,62,23,10,8,7,45,"oak glen
pro shop
on site restaurant
walking trails
a wonderful stay
fresh towels
beds were comfortable
courses
green
casino
tee
virginia
accommodations
primrose"
11939,National 9 Santa Cruz,130 Plymouth St,Santa Cruz,CA,https://www.tripadvisor.com/Hotel_Review-g33048-d596671-Reviews-National_9_Motel-Santa_Cruz_California.html,National 9 Motel,,,3.0,61,#41 of 57 hotels in Santa Cruz,3.1,3.2,3.2,3.3,FALSE,FALSE,"Free parking
Wifi
Children Activities (Kid / Family Friendly)
Pool
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Telephone
Air conditioning
Kitchenette","Family rooms
Non-smoking rooms",2.0,Budget,53,Somewhat walkable,Grade: 53 out of 100,62,Restaurants,within 0.75 miles,17,Attractions,within 0.75 miles,9,21,15,2,14,0,12,"ocean
downtown"
11741,Centrella Inn,612 Central Ave,Pacific Grove,CA,https://www.tripadvisor.com/Hotel_Review-g32840-d113633-Reviews-Centrella_Hotel-Pacific_Grove_Monterey_County_California.html,Centrella Hotel,,,4.5,740,#5 of 8 B&Bs / Inns in Pacific Grove,4.7,4.4,4.5,4.0,FALSE,TRUE,"Newspaper
Canoeing
Fishing
Street parking
Ironing service
Complimentary tea
Bowling
Concierge
Wifi
Hiking
Windsurfing
Free parking
Massage
Horseback riding
Bicycle rental
Special diet menus
Salon
Snorkeling
Outdoor furniture
Breakfast buffet
Complimentary Instant Coffee
Free breakfast
Diving
Non-smoking hotel
Free High Speed Internet (WiFi)
Mini golf","Desk
Refrigerator
Flatscreen TV
Walk-in shower
Sofa
Cable / satellite TV
Telephone
Private bathrooms
Bath / shower
Whirlpool bathtub
Complimentary toiletries
Housekeeping
Iron
Hair dryer
Dining area
Seating area","Suites
Family rooms
Bridal suite
Non-smoking rooms",3.0,"Mid-range
Charming",90,Good for walkers,Grade: 90 out of 100,29,Restaurants,within 0.3 miles,36,Attractions,within 0.3 miles,402,218,61,31,28,4,100,"scones
bed and breakfast
yogurt parfait
glass of wine
lovers point
breakfast was delicious
coffee and tea
front porch
monterey aquarium
few minutes walk
b and b
each morning
location is great
every evening
sitting area
orange juice
the main house
queen bed
pebble beach
ocean
victorian
armoire"
11320,Page Boy Motel,150 N Lake Powell Blvd,Page,AZ,https://www.tripadvisor.com/Hotel_Review-g60834-d217210-Reviews-Lake_Powell_Canyon_Inn-Page_Arizona.html,Lake Powell Canyon Inn,,,3.0,656,#23 of 29 hotels in Page,4.0,3.6,3.3,3.5,FALSE,FALSE,"Free parking
Breakfast buffet
Vending machine
Wifi
Children Activities (Kid / Family Friendly)
Sun terrace
Parking
Free breakfast
Self-serve laundry
Hiking
Pool
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
BBQ facilities
Fence around pool","Refrigerator
Air conditioning
Housekeeping
Flatscreen TV",Non-smoking rooms,2.5,Centrally Located,87,Good for walkers,Grade: 87 out of 100,23,Restaurants,within 0.3 miles,9,Attractions,within 0.3 miles,91,228,169,85,83,7,38,"sliding door
free breakfast
off season"
10285,Westmark Anchorage Hotel & Conference Center,720 W 5th Ave,Anchorage,AK,https://www.tripadvisor.com/Hotel_Review-g60880-d72958-Reviews-Westmark_Anchorage-Anchorage_Alaska.html,Westmark Anchorage,,,3.0,"1,157",#45 of 74 hotels in Anchorage,4.3,3.8,3.8,3.3,FALSE,FALSE,"Fitness Center with Gym / Workout Room
Newspaper
Vending machine
Paid public parking on-site
Wifi
Baggage storage
Laundry service
Parking
Banquet room
Meeting rooms
24-hour front desk
Bar / lounge
Restaurant
Non-smoking hotel
Free High Speed Internet (WiFi)
Conference facilities
Business Center with Internet Access","Flatscreen TV
Room service
Air conditioning
Private balcony","Suites
Non-smoking rooms",3.0,Centrally Located,100,Great for walkers,Grade: 100 out of 100,79,Restaurants,within 0.3 miles,57,Attractions,within 0.3 miles,195,291,360,190,121,9,100,"bit dated
balconies
downtown"
11403,Perryville Hotel,61 Heather Ln,Perryville,MD,https://www.tripadvisor.com/Hotel_Review-g41315-d89500-Reviews-Days_Inn_by_Wyndham_Perryville-Perryville_Maryland.html,Days Inn by Wyndham Perryville,,,3.0,450,#2 of 2 hotels in Perryville,4.0,3.4,3.7,3.4,FALSE,FALSE,"Free parking
Vending machine
Wifi
Golf course
Laundry service
Parking
Free breakfast
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
24-hour front desk
Convenience store
Free High Speed Internet (WiFi)
Conference facilities","Refrigerator
Flatscreen TV
Microwave
Kitchenette
Air conditioning
Safe","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,,,,,,,,,,95,92,106,72,85,2,31,waffle maker
11110,Mountain Laurel Resort & Spa,81 Treetops Cir,White Haven,PA,https://www.tripadvisor.com/Hotel_Review-g53991-d251182-Reviews-Mountain_Laurel_Resort-White_Haven_Luzerne_County_Pocono_Mountains_Region_Pennsylvania.html,Mountain Laurel Resort,,,3.0,179,#4 of 6 hotels in White Haven,3.4,2.8,3.2,3.1,FALSE,FALSE,"Indoor pool
Sauna
Heated pool
Parking
Self-serve laundry
Pool
Conference facilities
Tennis court
Free internet
Restaurant
Free parking
Banquet room
Meeting rooms
Outdoor pool
Fitness Center with Gym / Workout Room
Children Activities (Kid / Family Friendly)
Game room
Bar / lounge
Non-smoking hotel
Mini golf","Refrigerator
Air conditioning
Housekeeping
Kitchenette","Suites
Family rooms
Non-smoking rooms",2.0,,,,,,,,,,,77,19,12,9,62,8,30,"new management
two bedroom suite
bent over backwards to make
staff was nice and helpful
kids enjoyed the pool
great getaway
entire weekend
ballroom
hvac
pa"
1125,Inn Rosenberg,26010 Southwest Fwy,Rosenberg,TX,https://www.tripadvisor.com/Hotel_Review-g56577-d106458-Reviews-Studio_6_Rosenberg_TX-Rosenberg_Texas.html,"Studio 6 Rosenberg, TX",,,2.0,27,#10 of 15 hotels in Rosenberg,2.9,2.3,2.4,2.1,FALSE,FALSE,"Billiards
Newspaper
Internet
Babysitting
Parking
Pool
Baggage storage
Free parking
Vending machine
Golf course
Meeting rooms
24-hour front desk
Convenience store
Outdoor pool
Business Center with Internet Access
Game room
Laundry service
Non-smoking hotel
Free High Speed Internet (WiFi)
BBQ facilities","Room service
Air conditioning
Safe
Kitchenette","Family rooms
Non-smoking rooms",2.0,,,,,,,,,,,2,2,2,4,17,0,6,
11153,Motel 6 Fresno - Belmont Ave,445 N Parkway Dr,Fresno,CA,https://www.tripadvisor.com/Hotel_Review-g32414-d225580-Reviews-Motel_6_Fresno_Belmont_Ave-Fresno_California.html,Motel 6 Fresno - Belmont Ave,,,2.5,57,#59 of 69 hotels in Fresno,2.8,3.0,3.2,3.4,FALSE,FALSE,"Free parking
Wifi
Parking
Bicycle rental
Free breakfast
Pool
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool","Refrigerator
Air conditioning
Fireplace","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,Budget,61,Somewhat walkable,Grade: 61 out of 100,14,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,2,10,19,11,15,0,2,
10106,Riverside Inn,7631 19,Port Richey,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307,OYO Hotel Baton Rouge East I-12,9999 Gwenadele Ave,Baton Rouge,LA,https://www.tripadvisor.com/Hotel_Review-g40024-d225186-Reviews-Hotel_Baton_Rouge_East_I_12-Baton_Rouge_Louisiana.html,Hotel Baton Rouge East I-12,,,2.0,59,#70 of 85 hotels in Baton Rouge,2.4,2.1,2.4,2.4,FALSE,FALSE,"Free parking
Wifi
Laundry service
Parking
Meeting rooms
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Pool
24-hour front desk
First aid kit
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Whirlpool bathtub
Kitchenette
Complimentary toiletries
Room service
Air conditioning
Private bathrooms",Non-smoking rooms,2.0,,,,,,,,,,,6,5,11,3,34,0,8,housekeeping
12038,Innisbrook Resort & Golf Club,36750 US Highway 19,Palm Harbor,FL,https://www.tripadvisor.com/Attraction_Review-g34535-d108910-Reviews-Innisbrook_Golf_Academy-Palm_Harbor_Florida.html,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,0,0,0,0,0,,,
1203,Days Inn South Hill,911 E Atlantic St,South Hill,VA,https://www.tripadvisor.com/Hotel_Review-g58192-d110687-Reviews-Baymont_by_Wyndham_South_Hill-South_Hill_Mecklenburg_County_Virginia.html,Baymont by Wyndham South Hill,,,3.0,232,#8 of 9 hotels in South Hill,3.8,3.0,3.7,3.3,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Babysitting
Wifi
Parking
Meeting rooms
Self-serve laundry
Pool
Pets Allowed ( Dog / Pet Friendly )
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Flatscreen TV
Air conditioning
Microwave","Family rooms
Non-smoking rooms",2.0,Business,,,,,,,,,,60,46,36,38,52,3,15,
11969,Americas Best Value Inn Svendsgaard's Danish Lodge,1711 Mission Dr,Solvang,CA,https://www.tripadvisor.com/Hotel_Review-g33103-d487996-Reviews-Svendsgaard_s_Danish_Lodge_Americas_Best_Value_Inn-Solvang_California.html,Svendsgaard's Danish Lodge Americas Best Value Inn,https://www.tripadvisor.com/Commerce?p=Sonesta_BA&src=222367034&geo=487996&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=41375&bucket=948156&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380196&managed=false&capped=false&gosox=2afBke2oyOgyG0EnpWzKOOgjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZEh8-xttWJ2pcRYJE4y9q8GK0VK5oX-VeYxzIruQT8U4&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=141658a61899982410838e9c5d69b91dd_LDN,18056883277,4.0,523,#9 of 12 hotels in Solvang,4.5,4.1,3.9,4.0,FALSE,FALSE,"Free parking
Newspaper
Vending machine
Wifi
Heated pool
Sun terrace
Parking
Free breakfast
Pool
24-hour front desk
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Fence around pool","Desk
Flatscreen TV
Telephone
Refrigerator
Microwave
Bath / shower
Coffee / tea maker
Wake-up service / alarm clock
Housekeeping
Iron
Hair dryer
Air conditioning
Seating area
Fireplace","Suites
Family rooms
Non-smoking rooms",2.0,Centrally Located,100,Great for walkers,Grade: 100 out of 100,48,Restaurants,within 0.3 miles,46,Attractions,within 0.3 miles,127,237,102,26,31,3,94,"danish pastries
an older hotel
walking distance
room was large
third floor
los olivos
town
armchairs
mission
iron
furnishings
vanity
wineries"
11888,Staypineapple San Francisco,580 Geary St,San Francisco,CA,https://www.tripadvisor.com/Hotel_Review-g60713-d81363-Reviews-Staypineapple_An_Elegant_Hotel-San_Francisco_California.html,Staypineapple - An Elegant Hotel,,,4.5,"1,829",#8 of 249 hotels in San Francisco,4.3,4.8,4.7,4.3,FALSE,TRUE,"Complimentary Instant Coffee
Wifi
Parking
Meeting rooms
Bicycle rental
Bicycles available
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Breakfast available
Free High Speed Internet (WiFi)
Non-smoking hotel
Paid private parking nearby
Complimentary welcome drink
Baggage storage
Concierge","Desk
Flatscreen TV
Telephone
Refrigerator
Bath / shower
Coffee / tea maker
Wake-up service / alarm clock
Complimentary toiletries
Bathrobes
Housekeeping
Iron
Hair dryer
Air conditioning
Safe",Non-smoking rooms,3.0,"Charming
Green",100,Great for walkers,Grade: 100 out of 100,303,Restaurants,within 0.3 miles,82,Attractions,within 0.3 miles,"1,262",363,117,57,30,73,100,"pineapple theme
pineapple water
union square
rooms are small
tenderloin
front desk staff
definitely stay here again
comfy bed
few blocks
homeless people
central location
street noise
valet parking
lobby
sf
city
bedding
amenities
robes
keurig
neighborhood
plugs"
1139,Studio 6 Temple,802 N General Bruce Dr,Temple,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11518,Costa Mesa Inn - Newport Beach Area,2645 Harbor Blvd,Costa Mesa,CA,https://www.tripadvisor.com/Hotel_Review-g32253-d76662-Reviews-Costa_Mesa_Inn-Costa_Mesa_California.html,Costa Mesa Inn,,,3.5,660,#11 of 26 hotels in Costa Mesa,4.2,3.8,4.0,4.0,FALSE,FALSE,"Free parking
Newspaper
Vending machine
Wifi
Heated pool
Parking
Meeting rooms
Free breakfast
Hot tub
Pool
24-hour front desk
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Sauna
Business Center with Internet Access","Refrigerator
Flatscreen TV
Air conditioning
Kitchenette","Suites
Non-smoking rooms
Smoking rooms available",2.0,Centrally Located,55,Somewhat walkable,Grade: 55 out of 100,47,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,200,211,120,64,65,5,38,"motel
costa"
10615,Harbor Inn Motel,18552 Harbortown Rd,Monroe City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11884,JdV by Hyatt Hotel Kabuki,1625 Post St,San Francisco,CA,https://www.tripadvisor.com/Hotel_Review-g60713-d113923-Reviews-Hotel_Kabuki_JdV_by_Hyatt-San_Francisco_California.html,Hotel Kabuki JdV by Hyatt,,,4.0,795,#50 of 249 hotels in San Francisco,4.6,4.6,4.4,4.1,FALSE,TRUE,"Coffee shop
Umbrella
Paid private parking on-site
Pets Allowed ( Dog / Pet Friendly )
Taxi service
Complimentary tea
Concierge
Dry cleaning
Wifi
Conference facilities
Restaurant
Valet parking
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
First aid kit
Express check-in / check-out
Outdoor furniture
Fitness Center with Gym / Workout Room
Complimentary Instant Coffee
24-hour check-in
Electric vehicle charging station
Laundry service
Shoeshine
Yoga room
Yoga classes
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Walk-in shower
Clothes rack
Wake-up service / alarm clock
Wardrobe / closet
Housekeeping
Private balcony
Air conditioning
Sofa bed
Sofa
Iron
Telephone
Flatscreen TV
Cable / satellite TV
Complimentary toiletries
Hair dryer
Safe
Laptop safe
Bathrobes
Blackout curtains
On-demand movies
Radio","Suites
Non-smoking rooms
City view
Landmark view",3.0,"City View
Green",87,Good for walkers,Grade: 87 out of 100,93,Restaurants,within 0.3 miles,20,Attractions,within 0.3 miles,481,161,63,49,41,1,68,"japan town
japantown mall
great location
fillmore street
cool vibe
great gym
filtered water
corner room
bathroom door
beautiful hotel
complimentary coffee
lobby bar
restaurants and shops
parking garage
love this hotel
fitness center
golden gate park
great room
per day
nari
gyms
hip"
11953,Sandman Inn Santa Rosa,3421 Cleveland Ave,Santa Rosa,CA,https://www.tripadvisor.com/Hotel_Review-g33055-d577309-Reviews-The_Sandman_Hotel-Santa_Rosa_Sonoma_County_California.html,The Sandman Hotel,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=577309&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380195&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkUGbbMQlGmuKGXZyKHTffAUKYYYjnOOgym6HfKbr_ZoW1ssU9-g_ZCyPgiwnHckC9g&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=152c081c06968d4a96a53a35a6f07fcdd_uds,0017072899054,4.0,"1,209",#8 of 29 hotels in Santa Rosa,4.2,4.2,4.1,4.0,FALSE,FALSE,"Patio
Swimming pool toys
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Outdoor fireplace
Complimentary tea
Fence around pool
Karaoke
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Baggage storage
Free parking
Vending machine
Pool / beach towels
Meeting rooms
Sun loungers / beach chairs
24-hour front desk
Convenience store
Express check-in / check-out
Photo copier / fax In business center
Outdoor pool
Outdoor furniture
Picnic area
Fitness Center with Gym / Workout Room
Complimentary Instant Coffee
24-hour check-in
Kids stay free
Children Activities (Kid / Family Friendly)
Gift shop
Free breakfast
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Poolside bar","Wake-up service / alarm clock
Coffee / tea maker
Wardrobe / closet
Housekeeping
Air conditioning
Seating area
Refrigerator
Microwave
Bath / shower
Iron
Telephone
Flatscreen TV
Interconnected rooms available
Cable / satellite TV
Complimentary toiletries
Hair dryer
Safe
Private bathrooms
Laptop safe","Pool view
Non-smoking rooms
Landmark view",3.0,Family,58,Somewhat walkable,Grade: 58 out of 100,30,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,465,386,176,95,87,9,100,"pool bar
room was clean
hot tub
continental breakfast
trader joes
wine country
great pool
yogurt
would stay here again
great place to stay
fire pit
mini fridge
coffee maker
wine tasting
sonoma county
freeway
pet
shampoo
renovation
santa
retro
wineries"
11954,Flamingo Conference Resort & Spa,2777 4th St,Santa Rosa,CA,https://www.tripadvisor.com/Hotel_Review-g33055-d79829-Reviews-Flamingo_Resort_Spa-Santa_Rosa_Sonoma_County_California.html,Flamingo Resort & Spa,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=79829&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380196&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkaVRM4hVK770e_l2Iv7uP7C7mg9SE1vTPD7jnaFXrSrOwodgZXTKgxgpgToGm9aE1Q&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=17b6e9a7d48536d549c5a445aea882684_Uam,17075458530,3.5,"1,434",#9 of 29 hotels in Santa Rosa,4.2,4.0,3.7,3.5,FALSE,FALSE,"Pedicure
Newspaper
Steam room
Hot tub
Happy hour
Sun deck
Pets Allowed ( Dog / Pet Friendly )
Full body massage
Evening entertainment
Fitness / spa locker rooms
Waxing services
Wine / champagne
Neck massage
Sauna
Couples massage
Head massage
Dry cleaning
Babysitting
Wifi
Heated pool
24-hour security
Self-serve laundry
Pool
Entertainment staff
Facial treatments
ATM on site
Secured parking
Tennis court
Restaurant
Snack bar
Free parking
Conference facilities
Massage
Vending machine
Pool / beach towels
Baggage storage
Clothes dryer
Highchairs available
Banquet room
Meeting rooms
Special diet menus
Personal trainer
Sun loungers / beach chairs
24-hour front desk
First aid kit
Express check-in / check-out
Fitness classes
Outdoor pool
Photo copier / fax In business center
Outdoor furniture
Fitness Center with Gym / Workout Room
24-hour check-in
Hand massage
Washing machine
Electric vehicle charging station
Outdoor dining area
Children Activities (Kid / Family Friendly)
Manicure
Sun umbrellas
Spa
Yoga room
Kids' meals
Nightclub / DJ
Yoga classes
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Kids club
Poolside bar
Foot massage","Desk
Walk-in shower
Coffee / tea maker
Wardrobe / closet
Room service
Housekeeping
Private balcony
Air conditioning
Electric kettle
Refrigerator
Bath / shower
Iron
Telephone
Flatscreen TV
Interconnected rooms available
Cable / satellite TV
Complimentary toiletries
Hair dryer
Private bathrooms
On-demand movies","Mountain view
Suites
Non-smoking rooms
Pool view",3.0,"Business
Green",52,Somewhat walkable,Grade: 52 out of 100,32,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,453,418,266,143,154,15,100,"health club
huge pool
mid century
pool area
hot tub
night manager
wine country
fitness center
sonoma county
san francisco
wine tasting
retro
poolside
lap
cvs
conference
renovation
exterior
patio
california
wineries
santa"
11686,The Heritage House Resort & Spa,5200 N Highway 1,Little River,CA,https://www.tripadvisor.com/Hotel_Review-g32632-d4965013-Reviews-Heritage_House_Resort_Spa-Little_River_Mendocino_County_California.html,Heritage House Resort & Spa,,,4.0,"1,255",#2 of 3 hotels in Little River,4.9,4.3,4.1,4.0,FALSE,TRUE,"Picnic area
Free parking
Fitness Center with Gym / Workout Room
Wifi
Banquet room
Spa
Beach
Pets Allowed ( Dog / Pet Friendly )
Yoga classes
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Restaurant","Refrigerator
Flatscreen TV
Microwave
Private balcony
Bathrobes
Iron
Fireplace","Ocean view
Non-smoking rooms
Suites",4.0,Green,,,,,,,,,,657,301,138,93,66,22,100,"heated floors
ocean view
dining room
private beach
the cliff
amazing views
beautiful location
on the rocks
gas fireplace
crashing waves
coffee maker
mendocino coast
adirondack chairs
wedding anniversary
glass of wine
fort bragg
gazebo
sarah
grounds
hh
tub
accommodations"
11977,Inns Of California Sonora,350 S Washington St,Sonora,CA,https://www.tripadvisor.com/Hotel_Review-g33108-d324400-Reviews-Heritage_Inn_Yosemite_Sonora-Sonora_California.html,Heritage Inn Yosemite/Sonora,,,3.0,305,#6 of 8 hotels in Sonora,3.7,3.2,3.4,3.2,FALSE,FALSE,"Free parking
Wifi
Laundry service
Parking
Free breakfast
Self-serve laundry
Pets Allowed ( Dog / Pet Friendly )
Pool
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)
Outdoor pool
Fence around pool","Flatscreen TV
Microwave
Coffee / tea maker
Iron
Hair dryer
Air conditioning",Non-smoking rooms,2.0,,66,Somewhat walkable,Grade: 66 out of 100,29,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,28,69,109,40,59,1,54,
