item,URL,Name,# Star,Date,Title,Description,# Helpful
"VICTOR Super Premium Dog Food â€“ Hi-Pro Plus Dry Dog Food â€“ 30% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Super-Premium-Dog-Food/dp/B00CJLP4EA/ref=sr_1_1?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-1,Cortney Clarke,4.0,"April 19, 2023",Good dog food,"Great buy, saves about $5 compared to chewys auto delivery. My bully and red nose eat this is perfect on their stomach for growth and nutrition and great for puppy/adults dogs",One
"VICTOR Super Premium Dog Food â€“ Hi-Pro Plus Dry Dog Food â€“ 30% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Super-Premium-Dog-Food/dp/B00CJLP4EA/ref=sr_1_1?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-1,paige petrides,5.0,"May 25, 2023",Small kibbles,My dogs love this food the little kibbles are easy for them to eat,
"VICTOR Super Premium Dog Food â€“ Hi-Pro Plus Dry Dog Food â€“ 30% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Super-Premium-Dog-Food/dp/B00CJLP4EA/ref=sr_1_1?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-1,Pake Honorooroo,5.0,"April 28, 2023",This formulation worked for our dog immediately,"Our Doberman is thriving on this formulation. Improvements were noticeable with in 1 week. Her coat has improved, less hair loss, hair has regained it's original sheen and soft texture. Stools have firmed up and volume of stools has decreased as well. am very pleased with this formulation.",5
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Amazon Customer,5.0,"December 1, 2022",He digs it!,"I have a Patterdale Terrier with a sensitive gut. After feeding him Victor, he's much healthier and happy with no vomitting or loose bowels, not to mention no gas! He's a working dog so it's important that he's at the top of his game. Thankful I found this for my little buddy!",2
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Spencer,4.0,"January 5, 2022",ONLY 2 CONS,"My pups seem to love it. I use to feed them canidae (I loved it poop looked nice and firm he wasn’t shedding as much and his hair looked soft and shiny) but they changed there ingredients and it just wasn’t economical for me since I have 2 pups now. The only complaints i have is I notice my husky/ pit started shedding more :( another thing is I purchased blue bag loved how small the kibble looked. The purple one is slightly bigger, it just makes it harder for my pup to break down. Other then those two cons I love this brand. For about $47 you get a 40lb bag and it last me about 1 month. It’s perfect I would rather pay for victors than $67 for a 28lb bag that last me less then 3 weeks.",2
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Amazon Customer,5.0,"March 11, 2023",Vet prescribed,My dog loves it,One
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Rosemarie S.,5.0,"March 11, 2023",Next time knock on the door to let me know my item is outside my door,My dog loves the food,3
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Elinda Anderson,5.0,"February 13, 2023",The dog food has bad smell rancid . It’s always been good before.,Dog food rancid and not good. Have never had bad bag from you before. Elinda Anderson,
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Christina Carden,5.0,"November 14, 2022",Best dogfood for picky pits,This victor professionals is the best for my pits. The skin allergies are all gone and the gas from other dogfood is too. My dogs have more energy and more good attitudes than ever before. Product is a little expensive but to see your dog with so much more and physically better is worth every penny.,2
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Sherri,3.0,"March 19, 2023",Wouldn't know,It is my dog's regular diet so my dog would have tell u the qaulity,
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,thebriarfriar,5.0,"January 17, 2023",Quality food at decent price!,Our goldens love this brand. Good quality food and decent pricing! Made in America too! Win-win!,
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Kevin & Liz,3.0,"November 9, 2020",Gave all four of my dogs diarrhea,I trust Victor brand and it's the only brand I give my four American bullies. It's made in America and only one of two dog foods that has never had a recall. I usually feed them Victor select beef meal and brown rice formula. I have used Victor classic before. I like switching back and forth occasionally. but I must have got a bad bag or something because all of my dogs got diarrhea from it this time. And I just ordered two bags of it because the price dropped to $34 for a bag instead of $45. When I ordered I wondered if maybe they were trying to get rid of some expired or old dog food. So now that my dogs all got diarrhea from it I am thinking that it's either old or expired. Or close to expiring. This has never happened with Victor select and even this Victor classic. Now I'm afraid to switch them to Victor classic in the future. I have a second bag that's still waiting to be used from that $34 deal. I just reordered a bag of Victor select and will get them back on that so I can get the stools hard again. Loose stools is a big problem for one of my dogs not being able to express her anal glands and she smells like fish.,15
"Victor Super Premium Dog Food â€“ Professional Dry Dog Food â€“ Super Premium Dog Food with 26% Protein, Gluten Free - for High Energy and Active Dogs & Puppies, 40lbs",https://www.amazon.com/VICTOR-Classic-Professional-Dry-Food/dp/B00ESCZBYQ/ref=sr_1_3?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-3,Kay,4.0,"September 21, 2020",Empty bowl!,"My dog has been somewhat picky lately. I don't know why but every time he eats there's always one ""last bite"" left. We subscribe dog food through amazon and rotate between brands (mostly Blue and Wellness, but also Taste of the Wild, and Whole Earth Farms) switching up flavors as well but he never quite finish his food. After his annual checkup we're asked to give him regular non grain-free food (you can read grain-free and heart disease in dogs online). It is surprisingly difficult to find premium food with grain! My dog also has allergy to something so I try to limit ingredients. Last bag was CANIDAE PURE Real Salmon and was good for his skin, but it was grain free. I decided to try Victor for the first time and so happy that he finishes his food! Fingers cross. It's been a week so far and we are all very happy.",2
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Barbara,5.0,"February 6, 2023",Good quality dog food,I love the Victor higher end products as do my dogs. This one is great to keep down the weight on dogs.,3
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Scott Sperber,5.0,"January 31, 2023",She Loves It!,My dog suffers from skin allergies. This food was recommended to help. Just started her on it. She loves it.,2
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Jay Clareee,5.0,"May 30, 2022",Sensitive stomach issue resolved,My older German Shepherd used to have digestion issues with other dog foods. His stomach would growl and he had very soft stools. I bought numerous premium grain free and non grain free dog food brands hoping it would solve his stomach problems. But I had no luck in the process. I searched Amazon and read many reviews on allot of popular dog food brands. I decided to try Victor Senior Healthy Weight. I have been buying this particular dog food for over a year now. My dogs stomach issues are now gone. His stools are nice and firm. He has maintained a healthy weight as well.,5
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Davejostef,5.0,"November 1, 2022",No Box Shipping?,"Love this product. My dog's been on it for a long time and does very well on it. My only beef is the way it was shipped....NO BOX! Just a shipping label stuck on the bag of dog food. Really? No protection at all! Come on, Amazon!",15
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Sarah Hackman,5.0,"June 24, 2015",This food saved my puppy's life,"My pitbull was diagnosed with severe hip dysplasia, degenerative joint disorder, and spinal compression at just 18 months old. He could barely walk on his back legs, limping and hopping all the time, he could not go up or down steps at all, and he rarely sat down because of the discomfort. I switched him to Victor's grain free senior food (I also give him a Phycox supplement each day, and he gets an Adequan injection every 6 weeks in alternate hips) and after 3 months he was like a different dog. I am tearing up as a write this now, this food saved his life. Six months later now, not only does he run around and play like the puppy he is, he can sit STRAIGHT! He doesn't even cock his hips out! It honestly feels like a miracle. The vets told me he would never get better than he was at 18 months, that I could only try to make his short life comfortable with pain medication and supplements. But this food changed that. He can jump on my bed again, and play with his golden retriever sister. This is the first time I have used grain free food, and all of my other pets have been switched over now. I am a believer! This product is AMAZING if your dog has mobility issues! UPDATE: Now 18 months since I put him on this food, he is doing even better. The vets are amazed and I am thrilled. He is almost too healthy now, I can't keep up!",71
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,SuzAnne,4.0,"December 29, 2021",Excellent Quality but Too Big,"While I love the quality ingredients in the Victory dog food, I wish the kernels came in a smaller size. I have two small dogs. The Malti-Poo is 16, so most of his food is served warm and softened. He does enjoy the occasional crunch of the dry food though, but has a hard time with dry Victory because the pieces are too big. Our Yorkie eats mostly dry food and it's big for her mouth size too, although she does like the flavor a lot. The other brand I use, Wellness, has a small dog variety where the kernel size is perfect for those tiny mouths.",One
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,jake,5.0,"May 13, 2022",My beagle loves it,"My old man beagle enjoys the food quite a lot and since he has joint problems, this actually had a significant change in his mobility. He uses his hind legs a lot, and I have definitely seen the difference in his mobility compared to what we had him on (which was science diet for seniors) and this one. It is a little bit on the pricey side coming in at 2 bucks a pound, but honestly I'm just glad he likes it because he can be very picky.",One
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,gingersnap,5.0,"August 20, 2022",Great balanced dog food!,"I like that both my dogs enjoy this kibble and that it has such a nutritious ingredient list! It is for all life stages ( except puppies), and even contains hip and joint additives! We are starting our second 40 pound bag and plan to continue buying it via Amazon.",
"Victor Super Premium Dog Food â€“ Purpose - Senior Healthy Weight â€“ Gluten Free Weight Management Dry Dog Food for Senior Dogs with Glucosamine and Chondroitin, for Hip and Joint Health, 5lbs",https://www.amazon.com/Victor-Senior-Healthy-Weight-Food/dp/B00HC4JD5A/ref=sr_1_2?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-2,Cassie,5.0,"November 23, 2022",Good dog food,We feed this to our German Shepherd and he loves it. Only downfall is it recently jumped $15 in price,4
