Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Moisturizing Renewal Hydrogel,235,Maria M.,5,55-64,Female,"Firming & Volume Loss, Uneven Skin Tone",Dry,5,5, A perfect serum for daytime. ," A perfect serum for daytime. It sinks into my skin quickly and doesn’t leave any tacky residue. My skin is hydrated, soft and firm. ",0,0,5/15/2023
Moisturizing Renewal Hydrogel,235,Anna O.,5,35-44,Female,"Blemish Control, Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration",Combination,5,5, Gives a fresh feeling to , Gives a fresh feeling to your skin. Best serum I’ve tried this far (out of many). ,0,0,5/15/2023
Moisturizing Renewal Eye Cream,150,Shalys P.,5,45-54,Female,"Dark Circles and Puffiness, Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Miraculous! ," A miracle worker! The lines and wrinkles around my eyes have almost disappeared and my skin looks much more vibrant and healthy, with a youthful radiance I hadn’t seen in years! Thank you Revive! ",9,1,12/8/2022
Moisturizing Renewal Eye Cream,150,Deborah C.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Excellent Products. , Excellent Products. ,1,0,12/8/2022
Moisturizing Renewal Eye Cream,150,Gina P.,5,35-44,Female,Fine Lines & Wrinkles,Combination,5,5," This product is the best, "," This product is the best, it help me with my fine wrinkles around my eyes. ",0,0,1/4/2022
Moisturizing Renewal Day Cream,195,Patricia S.,5,65+,Female,"Fine Lines & Wrinkles, Hydration",Combination,5,5, Excellent for everyday ," I love to garden, hike, swim and read in the out of doors. I’ve used this product for over a year. It’s light, moisturizes well yet is not heavy or oily, and prevents sunburn and sun damage. It I’ll keep using it. ",1,0,3/20/2022
Moisturizing Renewal Cream,195,Karen T.,5,65+,Female,"Hydration, Firming & Volume Loss, Radiance",Dry,5,5, The perfect moisturizer because it , The perfect moisturizer because it penetrates deep and gives a glow. ,0,0,12/24/2022
Rescue Elixir,285,Maria M.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles",Dry,5,5, Very hydrating and great addition , Very hydrating and great addition to my winter routine. ,0,0,7/17/2023
Rescue Elixir,285,Wendy L.,2,45-54,Female,"Firming & Volume Loss, Blemish Control, Uneven Skin Tone, Fine Lines & Wrinkles",Dry,1,1, The oil runs thick and ," The oil runs thick and yet did nothing to nourish the skin in my case. In fact, it caused the skin to tighten as it never did before. Would not recommend. ",0,0,2/15/2023
Soleil Superiéur,115,😇,5,45-54,Female,"Firming & Volume Loss, Dark Circles and Puffiness, Fine Lines & Wrinkles","Normal, Combination",5,, Ms Angel Yeung , The best sunscreen I ever have. I loved it ,0,0,7/18/2023
Soleil Superiéur,115,Elaine S.,5,65+,Female,"Radiance, Hydration, Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness",Dry,5,5, Absolutely Top-Notch SPF! ," I absolutely love, love this SPF product. I live in Canada and we do pay more with exchange rate, taxes, etc. - however, I will always buy this and have a backup. I have many of the 'better' ones - but they all pale in comparison to this one. I 'could' be worn as a moisturizer and on a 'quick' day for me - I use that was - but still like my own skincare underneath - causing no pilling whatsoever. It is just a beautiful SPF - and at the end of the day - I do not feel like I 'have' to get this off my face - it just feels like ordinary skincare. ",1,1,8/29/2022
Intensité Crème Lustre Night,385,Ann P.,4,65+,Female,"Firming & Volume Loss, Uneven Skin Tone, Fine Lines & Wrinkles",Dry,5,2, Effective moisturizer ," My skin is definitely smoother in texture, with dry flakey patches eliminated. I have not noticed any change in firming after 2 weeks of an and pm use. ",1,0,3/10/2023
Fermitif Neck Renewal Cream,165,Erin S.,4,25-34,Female,"Hydration, Firming & Volume Loss, Radiance, Fine Lines & Wrinkles, Dark Circles and Puffiness, Uneven Skin Tone",Normal,5,5, I love this product. My , I love this product. My neck and décolleté are always so soft when I use this. ,0,0,2/18/2023
Moisturizing Renewal Lotion,195,Geno P.,5,45-54,Male,"Uneven Skin Tone, Radiance, Fine Lines & Wrinkles, Blemish Control",Combination,5,5, A Man's Best Friend! ," Yay, I love it! Now I'm able to have some quality time every morning and night, which is awesome! I love the results and the compliments make me smile. Thank you RéVive MRL, your a man's best friend. Love your loyal customer:) ",0,0,5/22/2023
Moisturizing Renewal Lotion,195,MG,5,45-54,Female,"Radiance, Hydration, Uneven Skin Tone",Combination,5,5, Deep scar tissue or acne scars? RéVive's MRL is for you! ," I am 45 years old. I have combination skin, medium/deep olive complexion. When I was 3 y.o., my family was in a severe car accident. Surgeons had to stitch together and reconstruct my face, leaving long, horizontal and diagonal, deep scars across my forehead, nose, and cheekbone.  ",5,1,5/22/2023
Moisturizing Renewal Lotion,195,Anne D.,5,35-44,Female,"Firming & Volume Loss, Dark Circles and Puffiness, Uneven Skin Tone, Hydration, Radiance, Fine Lines & Wrinkles",Combination,5,5, Game Changer ," I've tried a LOT of skincare products. This one actually works...smooths, brightens and hydrates. You can feel this product working from the inside out to transform your skin -it has changed the complexion of my skin in the last couple months since I started using it and I'll be sticking to it. ",0,0,5/27/2022
Sensitif Renewal Cream,215,Lori H.,5,45-54,Female,"Fine Lines & Wrinkles, Uneven Skin Tone, Hydration, Blemish Control, Radiance, Firming & Volume Loss",Normal,5,5, My Everyday ," Wonderful face cream with Spf that I use daily. Moisturizing and does not feel heavy on the skin which I like. I can layer additional sunscreen over top if needed, but I always have it as a base layer. ",0,0,7/10/2023
Sensitif Renewal Cream,215,Cherinaz K.,5,35-44,Female,"Hydration, Fine Lines & Wrinkles",Dry,5,5, Great , Great ,0,0,1/18/2023
Balancing Toner,65,Lucia D.,5,65+,Female,Fine Lines & Wrinkles,Normal,5,5, Great , Great ,0,0,6/23/2023
Foaming Cleanser,75,Anna O.,5,35-44,Female,"Blemish Control, Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness",Combination,5,5, Great face wash! , Great face wash! ,0,0,3/28/2023
Intensité Volumizing Serum Ultime,600,Eva R.,5,55-64,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles",Dry,5,5, The best volumizing serum! ," A bit pricey, but it delivers what it promises! ",0,2,11/10/2022
Intensité Volumizing Serum Ultime,600,Pamela K.,5,55-64,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Firming & Volume Loss, Radiance",,,, Love this stuff , My skin drinks it up and I have very few lines and no wrinkles ,0,2,11/10/2022
Intensité Crème Lustre Day,385,Yolanda M.,5,35-44,Female,"Hydration, Uneven Skin Tone, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5," I love this cream, it's "," I love this cream, it's super moisturizing ",0,0,2/23/2023
Intensité Crème Lustre Day,385,Sandra H.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Uneven Skin Tone, Radiance, Firming & Volume Loss",Dry,5,5, Softens fine lines and leaves , Softens fine lines and leaves skin hydrated. Nice consistency ,0,0,2/23/2023
Intensité Les Yeux,225,Mahsa,5,45-54,Female,"Firming & Volume Loss, Uneven Skin Tone, Radiance, Dark Circles and Puffiness",Combination,5,5, It works! , I have tried many expensive products and never impressed by any eye cream until I used this product. I am very impressed. It simply does what it say! ,0,0,7/19/2023
Intensité Les Yeux,225,Jan C.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Nothing else will do! ," This is a great eye cream. Diminishes circles, smooths out lines and can be used everyday without smudging other eye products. ",0,0,7/19/2023
Intensité Les Yeux,225,Cherinaz K.,5,65+,Female,"Dark Circles and Puffiness, Firming & Volume Loss, Uneven Skin Tone",Normal,5,5, It’s excellent! My favourite ❤️ , It’s excellent! My favourite ❤️ ,0,0,7/19/2023
Intensité Les Yeux,225,Alena R.,5,45-54,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Radiance",Dry,5,5, Intensité Les Yeux my fav! , Intensité Les Yeux my fav!  ,0,0,7/19/2023
Eye Renewal Serum,150,Sandie M.,3,65+,Female,Firming & Volume Loss,Normal,3,3, Too Pricey ," Used an entire bottle bought a second still not sure it's worth the price, just don't see that much improvement and I take great care of my skin so it's not like I am looking for miracles ",1,0,2/28/2022
Eye Renewal Serum,150,Elizabeth N.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, This is my favorite eye , This is my favorite eye serum. You do see results. ,2,0,2/28/2022
Eye Renewal Serum,150,Patti M.,5,65+,Female,"Radiance, Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness, Firming & Volume Loss",Normal,5,5, Revive Eye Renewal Serum , Eye Renewal Serum makes a significant improvement in the skin condition and overall appearance of my eyes. I use it morning and evening and follow with the Firming Eye Cream. I believe to get the maximum improvement you must use the products regularly. These two Revive products (Eye Renewal Serum and Firming Eye Cream) spread easily and can be used in small amounts. amount ,7,0,2/28/2022
Perfectif Night Even Skin Tone Cream,275,Ilene W.,5,55-64,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Uneven Skin Tone",Dry,5,5, Amazing Results , I treated myself to a new night cream and was drawn to this because of the Retinol and Shea Butter combination. My skin is brighter and the small lines have disappeared. This night cream melts into my skin and I wake up to younger looking skin. ,0,0,3/17/2022
Perfectif Night Even Skin Tone Cream,275,Rebecca,5,35-44,Female,"Uneven Skin Tone, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Rbruntz , Amazing! Worth the splurge! You will not be disappointed. I’m 44 and I swear this took at least 10 years off of my face. ,4,0,3/17/2022
Perfectif Night Even Skin Tone Cream,275,Vadra_Rayfield,5,45-54,Female,"Dark Circles and Puffiness, Radiance, Firming & Volume Loss, Uneven Skin Tone, Hydration, Fine Lines & Wrinkles",Dry,4,5, Definitely recommend! ," I was given a couple samples of this product and really liked the results even after one week. I purchased about one month ago and can tell an incredible difference in the texture and appearance of my skin. I believe that adding this to my process has made a noticeable difference. I no longer wear makeup, just the Re’ViveGlow Elixer.  ",5,0,6/3/2021
Moisturizing Renewal Hydrogel,235,Erin S.,5,25-34,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Radiance, Hydration, Firming & Volume Loss, Uneven Skin Tone",Normal,5,5, There has been one morning , There has been one morning I’ve forgotten to apply this morning and night since I got this 2 bottles ago and my skin FELT IT! This stuff is sooo good. One pump goes a long way! ,0,0,2/18/2023
Moisturizing Renewal Eye Cream,150,Debra B.,5,65+,Female,"Dark Circles and Puffiness, Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Radiance",Dry,5,5, In the world of a , In the world of a 66 yr. old I need all the help I can get. I tried other expensive eye treatments but I came right back to this eye cream!! I love it ,0,0,1/4/2022
Moisturizing Renewal Eye Cream,150,Linda Y.,5,65+,Female,Fine Lines & Wrinkles,Combination,5,4, Good product , Good product ,0,0,1/4/2022
Moisturizing Renewal Eye Cream,150,Deborah U.,5,55-64,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Firming & Volume Loss, Hydration, Radiance",Dry,5,5, The Best in skincare , I have been using RéVive for 15 years and it’s the best. I try many of the new things that come out but always come back to Revive. ,0,0,1/4/2022
Moisturizing Renewal Day Cream,195,Joan D.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration, Radiance",Dry,5,5, Love it ," It’s light and creamy, moisturizing and make my skin feel it’s best ",0,0,3/20/2022
Moisturizing Renewal Cream,195,Sharon R.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,4, Good feel cream. I am , Good feel cream. I am enjoying your products. ,0,0,12/24/2022
Moisturizing Renewal Cream,195,Denise F.,5,65+,Female,"Hydration, Blemish Control, Fine Lines & Wrinkles",Normal,5,5, It works , My 73 year old skin looks pretty good! ,2,0,12/24/2022
Moisturizing Renewal Cream,195,Harriet U.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, The BEST , I have been using this fabulous cream for more than 15 years. It’s perfection! Melts into my skin…not greasy and with an SPF it’s a “one and done” moisturizer. ,0,1,12/24/2022
Moisturizing Renewal Cream,195,KM B.,5,65+,Female,"Radiance, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5," Awesome, the only cream I "," Awesome, the only cream I have ever used that I actually can see the difference in my old skin ",0,0,7/24/2022
Rescue Elixir,285,Chanel B.,5,45-54,Female,Hydration,Combination,5,5, I love this face oil ," I love this face oil at night, my skin feels amazing by morning! ",0,0,2/15/2023
Rescue Elixir,285,Karen H.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Radiance, Hydration",Dry,5,5, I received a sample and ," I received a sample and I found this product quite impressive. Unlike most oils, it is not greasy and seems to penetrate the skin. I will need to use it for awhile to see if I find it worth the price. ",0,0,2/15/2023
Soleil Superiéur,115,Susan P.,5,65+,Female,"Hydration, Radiance, Uneven Skin Tone",Dry,5,5, Excellent coverage and protection. , Excellent coverage and protection. ,0,0,8/29/2022
Soleil Superiéur,115,Brit W.,5,35-44,Female,"Uneven Skin Tone, Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles, Radiance",Dry,5,5, Amazing SPF ," Purchased this on a whim looking for a good sunscreen. Well I need to look no further. This sunscreen checks all the boxes for me, it’s lightweight, moisturizing, SPF 50, doesn’t leave a white cast or sticky film on the skin and it doesn’t pill under makeup. It has a light scent but nothing too overwhelming. The only con is the price point. I have already ordered a few more to stock up for the summer. I ordered from skinstore for 25% off! ",0,0,8/29/2022
Intensité Crème Lustre Night,385,Amal A.,5,65+,Female,Firming & Volume Loss,Combination,,, I like the texture the ," I like the texture the way it goes on nice and smooth, penetrate very well into the skin. I’m happy that it’s back ",1,0,1/14/2022
Fermitif Neck Renewal Cream,165,Melanie H.,5,65+,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles",Normal,5,5," Lovely, thank you "," Lovely, thank you ",0,0,2/18/2023
Fermitif Neck Renewal Cream,165,Wendy O.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Firming not greasy , Repurchased this neck cream. Worked really well. Wish i had used earlier. ,0,0,2/18/2023
