Name,Stars,Date,Title,Description,Helpful,Not_Helpful
Janice T.,5,2023-02-03,Yummy Chicken Lickin’ Good,Yummo! We actually give as treats now and then. She likes then.  JT,0,0
Cody R.,1,2023-06-13,Disappointed but my dog is picky,Bean sniffed it. Ate one bite. Did not eat more after this,0,0
WENDY H.,1,2023-02-22,Food,Won’t eat it,0,0
Margaret F.,1,2023-01-18,Nope for Ginny,She refuses to eat it. ,0,0
Susan W.,1,2023-02-23,Itty bitty chicken ,I am trying to switch out to this new food. So far she isn’t having it. ,0,0
Belkis M.,1,2023-02-06,Itty-Bitty Chicky.,Unfortunately Jiraiya did not like the Itty-Bitty Chicky.,0,0
Jayleen S.,1,2023-01-21,Dogs won’t eat it,"I’ve tried everything to get the dogs to eat this food, and alas, even when mixed with chicken broth, they will not eat this.",0,0
Martha G.,1,2023-01-20,Didn’t like it,My 6 chihuahuas didn’t like it,0,0
Sarah M.,2,2023-01-18,Disappointed,"One dog liked it ok, the other dog wouldn't eat it.  When we were blending old and new food, she would eat around the new food.  We are disappointed that they didn't like it.",0,0
Patricia W.,1,2023-06-13,Dog food ,My Dog Lilie did not like it won’t eat it. I need to cancel my subscription please ,0,0
Gaye C.,1,2023-04-17,Not a Hit,Piper won’t eat it she’s a 6 lbs micro Goldendoodle  6 months old maybe it’s too big for her little  mouth I’ve tried putting broth on it still won’t eat it!,0,0
Michael M.,5,2023-03-07,Great Additive!,One of my Dogs is a picky eater. I sprinkle some of this on his food and he gobbles it right up. ,0,0
Alison B.,5,2023-03-06,Dog loves them,Has definitely become the best part of mealtime for my doggo! ,0,0
Cherice H.,5,2023-03-02,Excellent!,My pups love this topper! Absolutly the best.,0,0
Deborah B.,5,2023-02-28,Added treat to food. ,Adds just a little flavor to spoil and an add a little extra to meals. ,0,0
Sherrie T.,5,2023-02-24,Banda Beef Topper is loved in our house,Daphney loves the topper and our grand dogs love also,0,0
Janice T.,5,2023-02-03,Yummy Chicken Lickin’ Good,Yummo! We actually give as treats now and then. She likes then.  JT,0,0
Chris D.,5,2023-02-03,Finicky Dog Loves it!,My finicky dog LOVES the Chicken Lickin' Good Popcorn Dog Food Topper.  He now eagerly finishes all of his dinner since I started using this topper!,0,0
Lisa K.,5,2023-01-26,Chicken popcorn topper,All five of my chihuahuas are in love with the chicken food topper.  The consistency is soft enough for my older pups to easily chew and enjoy and the younger pups think they deserve one at every meal!  Thank you for such a wonderful product.,0,0
Shawn A.,5,2023-01-20,Delicious ,Wonderful treat for dogs,0,0
Michael N.,5,2023-01-18,Jack loves it!,Fun looking and our pup goes wild every time we reach for the bag. Great variety for meal time!,0,0
Sherrie T.,5,2023-02-24,Banda Beef Topper is loved in our house,Daphney loves the topper and our grand dogs love also,0,0
Mary L.,5,2023-02-20,Wonderful Incentive for Picky Eaters,Great product for adding to the food and tossing. My picky eater will eat her food now.,0,0
Laura M.,5,2023-02-14,Beef topper,My dog enjoys the beef topper. Nice added treat!,0,0
Macy R.,5,2023-02-14,Picky old man ,"I got this more my elderly, little dog because he hardly ever eats and nothing seems to interest him. While he maintains a bit of a good weight now we don’t want him getting thin in his old age. This worked amazingly! I’m able to sprinkle it on dry food, canned food, or a joint supplement he normally refuses to eat and he’s immediately interested. I’m so thankful! ",0,0
Jennifer L.,5,2023-02-14,YUM!,My dog loves this sprinkled on her food. We got her friend Tucker addicted to it too!,0,0
Michael N.,5,2023-01-18,Jack loves it!,Fun looking and our pup goes wild every time we reach for the bag. Great variety for meal time!,0,0
Rachel S.,4,2023-07-07,Picky Eaters,"I paired this with the chicken topper. They didn't eat it right away, they came back to their bowls when they figured out I wasn't giving them the MooMoo Sprinkles lol. ",0,0
Birgitt N.,4,2023-06-18,He likes it more than Science Diet,I am happy to see Bentley eating again although he still isn't chowing down as much as he used to.  He just eats a little during the day but then during the night he almost clears his bowl.  He should be getting 3 cups of food a day but right now he's only eating two.,0,0
LizaJane J.,4,2023-05-26,Good treat ,"I gave these to the boys as a treat,  they were a little too big as an add in to kibble unless I broke them up.  They seemed to enjoy them",0,0
Barbara G.,4,2023-04-27,Ted & Maggie are spoiled,"I liked it & the two dogs ate the nibbles but when I put it on the Bark dry kibble, they just ate the nibbles.",1,0
Jennifer L.,5,2023-02-14,YUM!,My dog loves this sprinkled on her food. We got her friend Tucker addicted to it too!,0,0
Elaine Y.,5,2023-02-11,My dogs like it,It has helped to get my chihuahuas to eat alittle more ,0,0
Mary R.,5,2023-02-10,BADA Bing Bada Beef,"Arlo loves it and I always have a hard time getting him to eat. Now with the beef topper, it's so easy!!! Thanks ",0,0
Kachina D.,5,2023-02-04,Real good,My dog Hopi loves it🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶🐕🐶,0,0
Caitlin A.,5,2023-01-26,Great for getting them to eat,My dog goes through phases where he just isn't hungry. A little bit of this sprinkled on top of his food fixes that pretty quickly. ,0,0
Barbara G.,4,2023-04-27,Ted & Maggie are spoiled,"I liked it & the two dogs ate the nibbles but when I put it on the Bark dry kibble, they just ate the nibbles.",1,0
Elizabeth H.,4,2023-04-15,Cock A Doodle Chew,"I have just finished the transition. Quentin gobble the food down. He is not a picky eater. In part the big sell for me is the 15 lb bag. I really could not lift the 35 lb bag and didn’t want to have to continue asking for help. I also love that it is for doodles.

Should I continue with the joint supplements I have given him?",0,0
Melissa R.,4,2023-04-04,Not Long Enough To Tell,She likes the food taste wise but it's not been but 1 week so health wise and allergy wise too soon to tell.,0,0
Khristina H.,4,2023-03-06,Toppers mmmmm,My dog loves these on his food.,0,0
Diana S.,3,2023-07-17,Popcorn,My dogs liked the Popcorn Chicken but will use this more for treats due to the size.,0,0
Caitlin A.,5,2023-01-26,Great for getting them to eat,My dog goes through phases where he just isn't hungry. A little bit of this sprinkled on top of his food fixes that pretty quickly. ,0,0
Judy D.,5,2023-01-20,Topper,Loves it,0,0
Jocelynn A.,5,2023-01-19,Worth it,Will buy again. Vet gave us a powder topper to get her to eat. I hated the chemicals in it. Refused to give it to her. Found this and she loves it and I love the 1 ingredient. As it should be. ,0,0
Adamczak A.,5,2023-01-19,Loving it,Both my girls love this on their food,0,0
Megan J.,5,2023-01-19,Picky dog finally happy,My dog is a picky one and he now refuses to eat dinner without this topper! It’s become a staple for him.,0,0
Diana S.,3,2023-07-17,Popcorn,My dogs liked the Popcorn Chicken but will use this more for treats due to the size.,0,0
Nancy J.,3,2023-05-20,Not so great,My Goldendoodle did not like this kibble.  He wd only eat it about every other day and I had to enhance it with wet food.  I will try another flavor to see if he may like that.,0,0
Carol R.,3,2023-05-02,"Not a Fan Favorite, Initially.....","Unfortunately, our fur baby did not take to this product as a ""food topper"". When we introduced it she either pushed it aside or didn't eat at all.   Not giving up, we wound up using this item as a training treat which works great.  ",0,0
Patricia W.,1,2023-06-13,Dog food ,My Dog Lilie did not like it won’t eat it. I need to cancel my subscription please ,0,0
Tejal S.,1,2023-05-04,Miss,Our dog loves chicken but he did not like the Chicken topper.  Love the BB lineup but this was a miss for our pup. ,0,0
Megan J.,5,2023-01-19,Picky dog finally happy,My dog is a picky one and he now refuses to eat dinner without this topper! It’s become a staple for him.,0,0
Katherine M.,5,2023-01-18,Deliy,My golden retriever Tucker absolutely loves this food topper ,1,1
Amelia T.,4,2023-04-11,Food topper,He loved it but was too powdery made him sneeze ,1,0
Adriann J.,4,2023-04-01,Jury still out ,We’ve only been using a few days. He has a sensitive tummy but no issues so far. ,0,0
Tim G.,4,2023-03-17,Great Topper Option,"Liked the container, as it was like a salt shaker, where you can control how much to use, does not need to be refrigerated, and was very easy to open, especially for those that have issues opening packages. ",0,0
Tejal S.,1,2023-05-04,Miss,Our dog loves chicken but he did not like the Chicken topper.  Love the BB lineup but this was a miss for our pup. ,0,0
Monica V.,1,2023-03-31,My puppy did not like the treats 🥹,He chewed one and didn’t care when I tried  to give him a few more!,0,0
Amna K.,1,2023-03-28,Doesn't like ,Eats every now and then. Doesn't love.,0,0
Tim G.,4,2023-03-17,Great Topper Option,"Liked the container, as it was like a salt shaker, where you can control how much to use, does not need to be refrigerated, and was very easy to open, especially for those that have issues opening packages. ",0,0
Valerie F.,3,2023-06-24,Ok,"Ate it well the 1st time, sporadic now. ",0,0
SUSAN H.,3,2023-03-25,COKIE,Don't entice him to eat more.,0,0
Angela P.,3,2023-02-14,Maybe...,"I gave this on top of some of the new itty-bitty chicky food to my dog, and one of the joint supplement treats, (by no means did I give her a lot of the food or topper)...and next day she had a very upset tummy. Not sure which of them were the culprit, but she's had trouble with beef liver in the past, so I kind of suspect it's this. Poor girl has a sensitive system. She really liked the taste though! ",0,0
DANIELLE L.,2,2023-03-25,My dog is not a fan,I thought my dog would like this topping but unfortunately she does not. ,0,0
DANIELLE L.,2,2023-03-25,My dog is not a fan,I thought my dog would like this topping but unfortunately she does not. ,0,0
Yira T.,2,2023-01-19,Bada Bing,Not a total fave of our Golden. ,0,0
Sandy P.,1,2023-07-18,Flavor,My 18 month old did not eat her food when I sprinkled the topper on.,0,0
Daniel B.,1,2023-07-18,NOT FOR BERTO,"Just as with the other topper.  Berto didn't care for this one either.  I attempted it dry & mixed with a little warm water as a gravy.  Neither pleased him.  Although it was a great value for the money, for me it was wasted as Berto didn't care for it.",0,0
Tess G.,1,2023-06-14,Not picky eater approved,My dog turned her nose up to this sadly,0,0
Tess G.,1,2023-06-14,Not picky eater approved,My dog turned her nose up to this sadly,0,0
Lori B.,1,2023-04-19,Picky eater still picky,He won't touch any food that it's sprinkled on. He's a picky eater and I had hoped this would help!,0,0
Gaye C.,1,2023-04-17,Thumbs down ,Piper won’t eat it !,0,0
theresa o.,1,2023-04-14,Dogs hated it,My dogs wouldnt eat their dinner. I tried to add a little to some peanut butter and they even walked away from that. ,0,0
Bridget G.,1,2023-04-14,Food topper,"Oh, he did not like it… he smelled it… He licked it and walked away.  ",0,0
Bridget G.,1,2023-04-14,Food topper,"Oh, he did not like it… he smelled it… He licked it and walked away.  ",0,0
shonya j.,1,2023-04-14,No luck,He wouldn't eat his food with it. ,0,0
Celeste M.,1,2023-03-31,Our dog is very finicky,He does not like it at all. ,0,0
WENDY H.,1,2023-02-22,Topper,Didn’t like it at all,0,0
